German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
lodernd;0;0;0;0;0;0;0;0;0;0
lodernd;0;0;0;0;0;0;0;0;0;0
Löffel;0;0;0;0;0;0;0;0;0;0
Log;0;0;0;0;0;0;0;0;0;0
logarithmisch;0;0;0;0;0;0;0;0;0;0
Logarithmus;0;0;0;0;0;0;0;0;0;0
Logik;0;0;0;0;0;0;0;0;0;0
logisch;1;0;0;0;0;0;0;0;0;0
logische Folge;0;0;0;0;0;0;0;0;0;0
Logistik;0;0;0;0;0;0;0;0;0;0
Logotype;0;0;0;0;0;0;0;0;0;0
Lohn;1;0;0;0;0;0;1;0;0;0
lokal;0;0;0;0;0;0;0;0;0;0
lokalisieren;0;0;0;1;0;0;0;0;0;0
lokalisieren;0;0;0;0;0;0;0;0;0;0
Lokalisierung;0;0;0;0;0;0;0;0;0;0
Lokomotive;0;0;0;0;0;0;0;0;0;0
Lorbeer;1;0;0;0;0;0;0;0;0;0
Lorbeeren;1;0;0;0;0;0;1;0;0;0
Lord;1;1;0;0;1;0;0;0;0;1
Lordschaft;1;0;0;0;0;0;0;0;0;0
los;0;0;0;0;0;0;0;0;0;0
löschen;0;1;0;0;0;1;0;0;0;0
Löschen;0;0;0;0;0;0;0;0;0;0
löschen;0;1;1;0;0;0;0;0;0;0
Löschung;0;1;0;0;0;0;0;0;0;0
lösen;0;0;0;0;0;0;0;0;0;0
lösen;0;0;0;0;0;0;0;0;0;0
lösen;0;0;0;0;0;0;0;0;0;0
lösen;0;0;0;0;0;0;0;0;0;0
lösen;0;0;0;0;0;0;0;0;0;0
Lösung;1;0;0;0;0;0;0;0;0;0
Lösungsmittel;0;0;0;0;0;0;0;0;0;0
loswerden;0;0;0;0;0;0;0;0;0;0
Lot;1;0;0;0;0;0;0;0;0;0
Lotion;0;0;0;0;0;0;0;0;0;0
Lotterie;0;0;0;1;0;0;0;0;0;0
Lotto;0;0;0;0;0;0;0;0;0;0
Löwe;1;0;0;0;0;1;0;0;0;0
loyal;1;0;0;0;0;1;1;0;1;1
Loyalität;1;0;0;0;0;0;0;0;0;1
Luchs;0;0;0;0;0;0;0;0;0;0
Lücke;0;1;0;0;0;0;0;0;0;0
Lücke;0;0;0;0;0;0;0;0;0;0
Luft;0;0;0;0;0;0;0;0;0;0
Luftangriff;0;0;0;0;0;0;0;0;1;0
Luftbrücke;0;0;0;0;0;0;0;0;0;0
Lüfter;0;0;0;0;0;0;0;0;0;0
Luftfahrt;0;0;0;0;0;0;0;0;0;0
Luftfahrt;0;0;0;0;0;0;0;0;0;0
Luftfeuchtigkeit;0;0;0;0;0;0;0;0;0;0
luftig;0;0;0;0;0;0;0;0;0;0
Luftschiff;0;0;0;0;0;0;0;0;0;0
lug;0;0;0;0;0;0;0;0;0;0
Lüge;0;1;1;0;0;0;0;0;0;1
Lüge;0;1;1;0;1;0;0;1;0;0
lugen;0;0;0;0;0;0;0;0;0;0
Lügner;0;1;0;0;1;0;0;0;0;0
Luke;0;0;0;0;0;0;0;0;0;0
Lunge;0;0;0;0;0;0;0;0;0;0
Lungenentzündung;0;1;0;0;0;1;0;0;0;0
Lupe;0;0;0;0;0;0;0;0;0;0
Lust;0;1;0;1;0;0;0;0;0;0
lüstern;0;1;0;0;0;0;0;0;0;0
lustlos;0;1;0;0;0;0;0;1;0;0
Lutscher;0;0;0;0;0;0;0;0;0;0
Lüttich;0;0;0;0;0;0;0;0;0;0
Luxation;0;0;0;0;0;0;0;0;0;0
luxuriös;1;0;0;0;0;0;1;0;0;0
Luxus;1;0;0;0;0;0;1;0;0;0
Luzerne;0;0;0;0;0;0;0;0;0;0
lymphatisch;0;0;0;0;0;0;0;0;0;0
Lymphe;0;0;0;0;0;0;0;0;0;0
lynchen;0;1;1;0;1;1;0;1;0;0
lyrisch;0;0;0;0;0;0;0;0;0;0
lyrisch;1;0;0;0;0;0;1;0;0;0
Mäander;0;0;0;0;0;0;0;0;0;0
mäandernden;0;1;0;0;0;0;0;0;0;0
Mach es;0;1;0;0;0;0;0;0;0;0
machen;0;0;0;0;0;0;0;0;0;0
machen;1;0;0;0;0;0;0;0;0;0
Macher;1;0;0;0;0;0;0;0;0;0
machte;0;0;0;0;0;0;0;0;0;0
mächtig;1;0;1;0;0;1;1;0;0;1
mächtig;1;0;1;1;1;1;1;0;0;1
mächtig;1;0;0;0;0;0;0;0;0;0
Madam;0;0;0;0;0;0;0;0;0;0
madame;0;0;0;0;0;0;0;0;0;0
Mädchen;0;0;0;0;0;0;0;0;0;0
Mädchen;0;0;0;0;0;0;0;0;0;0
Mädchen;1;0;0;0;0;0;0;0;0;0
Made;0;0;0;0;0;0;0;0;0;0
Made;0;1;0;0;1;0;0;0;0;0
Mafia;0;1;0;0;0;1;0;0;0;0
mage;0;0;0;0;0;1;0;0;0;0
Magen-;0;0;0;0;0;0;0;0;0;0
Magenta;0;0;0;0;0;0;0;0;0;0
Magenverstimmung;0;0;0;0;0;0;0;0;0;0
mager;0;0;0;0;0;0;0;0;0;0
Magie;0;0;0;0;0;0;0;0;0;0
magisch;1;0;0;1;0;0;1;0;1;0
Magma;0;0;0;0;0;0;0;0;0;0
Magmatische;0;0;0;0;0;0;0;0;0;0
Magnat;0;0;0;0;0;0;0;0;0;0
Magnat;0;0;0;0;0;0;0;0;0;0
Magnet;1;0;0;0;0;0;0;0;0;1
Magnetismus;1;0;0;0;0;0;0;0;0;0
Magnetit;1;0;0;0;0;0;0;0;0;0
mähen;0;0;0;0;0;0;0;0;0;0
Mahlen;0;1;0;0;0;0;0;0;0;0
Mahlzeit;0;0;0;0;0;0;0;0;0;0
Mähne;0;0;0;0;0;0;0;0;0;0
Maid;0;0;0;0;0;0;0;0;0;0
Mais;0;0;0;0;0;0;0;0;0;0
Maische;0;0;0;0;0;0;0;0;0;0
Majestät;1;0;0;0;0;0;0;0;0;1
majestätisch;1;0;0;1;0;0;1;0;1;1
Makel;0;1;1;0;1;1;0;1;0;0
makellos;1;0;0;0;0;0;1;0;0;1
Makler;0;0;0;0;0;0;0;0;0;0
Maklergeschäft;0;0;0;0;0;0;0;0;0;0
Makrele;0;0;0;0;0;0;0;0;0;0
Malaria;0;1;0;0;1;1;0;1;0;0
Malerei;0;0;0;0;0;0;0;0;0;0
maligne;0;1;1;0;0;1;0;0;0;0
Malignität;0;1;0;0;0;1;0;1;0;0
Mama;0;0;0;0;0;0;0;0;0;1
Mama;0;1;0;0;0;1;0;0;0;0
Mammut;0;0;0;0;0;0;0;0;0;0
Manager;0;0;0;0;0;0;0;0;0;0
mandamus;0;1;0;0;0;1;0;0;0;0
Mandarine;1;0;0;0;0;0;0;0;0;1
Mandat;0;0;0;0;0;0;0;0;0;0
Mandeln;0;0;0;0;0;0;0;0;0;0
Mandoline;0;0;0;0;0;0;0;0;0;0
Mangel;0;0;0;0;0;0;0;0;0;0
Mangel;0;1;0;0;0;0;0;0;0;0
Mangel;0;1;0;0;0;0;0;0;0;0
Mangel;0;1;1;0;1;1;0;1;0;0
Mango;0;0;0;0;0;0;0;0;0;0
Mangostan-;0;0;0;0;0;0;0;0;0;0
Manie;0;1;0;0;0;0;0;0;0;0
Manieren;1;0;0;0;0;0;0;0;0;0
manieriert;1;0;0;0;0;0;0;0;0;0
Manifest;0;0;0;0;0;0;0;0;0;0
Manifest;0;0;0;0;0;0;0;0;0;0
Manifestation;0;0;0;0;0;1;0;0;0;0
manifestiert;1;0;0;0;0;0;0;0;0;0
Maniküre;0;0;0;0;0;0;0;0;0;0
Manipulation;0;1;1;0;0;1;0;0;0;0
manipulieren;0;1;0;0;0;0;0;0;0;0
Mann;0;0;0;0;0;0;0;0;0;0
Manna;1;0;0;0;0;0;0;0;0;0
männlich;0;0;0;0;0;0;0;0;0;0
männlich;1;0;0;0;0;0;0;0;0;0
männlich;1;0;0;0;0;0;0;0;0;0
Männlichkeit;1;0;0;0;0;0;0;0;0;0
Männlichkeit;0;0;0;0;0;0;0;0;0;0
Mannschaft;0;0;0;0;0;0;0;0;0;1
Manöver;0;0;0;0;0;0;0;0;0;0
Manövrieren;0;0;0;0;0;0;0;0;0;0
Manschette;0;0;0;0;0;0;0;0;0;0
Mantel;0;0;0;0;0;0;0;0;0;0
Mantel;0;0;0;0;0;0;0;0;0;0
Mantel;0;0;0;0;0;0;0;0;0;0
Mantel;0;0;0;0;0;0;0;0;0;0
Manuskript;0;0;0;0;0;0;0;0;0;0
Mappe;0;0;0;0;0;0;0;0;0;0
Marge;0;1;0;0;0;0;0;1;0;0
marginal;0;0;0;0;0;0;0;0;0;0
Marihuana;0;0;0;0;0;0;0;0;0;0
Marine;0;0;0;0;0;0;0;0;0;1
Marine;0;0;0;0;0;0;0;0;0;0
Marine-;0;0;0;0;0;0;0;0;0;0
Marke;0;0;0;0;0;0;0;0;0;0
Markieren;0;1;0;0;0;0;0;0;0;0
markiert;1;0;0;0;0;0;0;0;0;0
Markierungen;0;0;0;0;0;0;0;0;0;0
Markise;0;0;0;0;0;0;0;0;0;0
Markt;0;0;0;0;0;0;0;0;0;0
Markt;0;0;0;0;0;0;0;0;0;0
marktfähig;1;0;0;0;0;0;0;0;0;0
Marktplatz;0;0;0;0;0;0;0;0;0;0
Marmelade;1;0;0;0;0;0;0;0;0;0
Marmor;0;0;0;0;0;0;0;0;0;0
marmoriert;0;0;0;0;0;0;0;0;0;0
Marotte;0;0;0;0;0;0;0;0;0;0
Marquis;1;0;0;0;0;0;0;0;0;0
Marschall;1;0;0;0;0;0;0;0;0;1
Martingal;0;1;0;0;0;0;0;0;0;0
Märtyrer;0;1;0;0;0;1;0;1;0;0
Martyrium;0;1;0;0;0;1;0;1;0;0
März;1;0;0;0;0;0;0;0;0;0
Maschen;0;0;0;0;0;0;0;0;0;0
Maschine;0;0;0;0;0;0;0;0;0;1
Maschinen;0;0;0;0;0;0;0;0;0;0
Maschinenbau;0;0;0;0;0;0;0;0;0;0
Maschinist;0;0;0;0;0;0;0;0;0;0
Masern;0;1;0;0;1;1;0;1;0;0
Maske;0;0;0;0;0;0;0;0;0;0
Maskenspiel;0;0;0;0;0;0;0;0;0;0
Masochismus;0;1;1;0;1;1;0;0;0;0
Massage;1;0;0;0;0;0;1;0;0;0
Massaker;0;1;1;0;1;1;0;1;0;0
Masse;0;0;0;0;0;0;0;0;0;0
Masse;0;0;0;0;0;0;0;0;0;0
maßgebend;1;0;0;0;0;0;0;0;0;1
mäßig;1;0;0;0;0;0;0;0;0;0
mäßig;0;0;0;0;0;0;0;0;0;0
mäßig;0;0;0;0;0;0;0;0;0;0
Mäßigung;0;0;0;0;0;0;0;0;0;0
massiv;0;0;0;0;0;0;0;0;0;0
Maßstab;0;0;0;0;0;0;0;0;0;0
Mastermind;0;0;0;0;0;0;0;0;0;0
masturbieren;0;0;0;0;0;0;0;0;0;0
Material;0;0;0;0;0;0;0;0;0;0
Materialien;0;0;0;0;0;0;0;0;0;0
materialisieren;0;0;0;0;0;0;0;0;0;0
Materialismus;0;1;0;0;0;0;0;0;0;0
Materialist;0;1;0;0;1;0;0;0;0;0
materialistisch;0;0;0;0;0;0;0;0;0;0
materiell;1;0;0;0;0;0;0;0;0;0
Mathematik;0;0;0;0;0;0;0;0;0;0
Mathematiker;0;0;0;0;0;0;0;0;0;0
mathematisch;0;0;0;0;0;0;0;0;0;1
Matratze;0;0;0;0;0;0;0;0;0;0
Matrix;0;0;0;0;0;0;0;0;0;0
Matrone;1;0;0;0;0;0;0;0;0;1
matschig;0;0;0;0;0;0;0;0;0;0
matt;0;1;0;0;0;0;0;1;0;0
matt;0;0;0;0;0;0;0;0;0;0
matt;0;1;0;0;0;0;0;0;0;0
Matte;0;0;0;0;0;0;0;0;0;0
Matten;0;0;0;0;0;0;0;0;0;0
Maulkorb;0;1;0;0;0;1;0;0;0;0
Maultier;0;1;1;0;0;0;0;0;0;1
Maurer;0;0;0;0;0;0;0;0;0;0
Maus;0;0;0;0;0;0;0;0;0;0
Mausoleum;0;0;0;0;0;0;0;1;0;0
Maut;0;0;0;0;0;0;0;0;0;0
mauve;0;0;0;0;0;0;0;0;0;0
Maxime;0;0;0;0;0;0;0;0;0;1
Maximum;1;0;0;0;0;0;0;0;0;0
Mechaniker;0;0;0;0;0;0;0;0;0;0
mechanisch;0;0;0;0;0;0;0;0;0;0
Mechanismus;0;0;0;0;0;0;0;0;0;0
Medaille;1;0;0;1;0;0;1;0;1;1
Medaillengewinner;0;0;0;0;0;0;0;0;0;0
Medaillon;0;0;0;0;0;0;0;0;0;0
medial;0;0;0;0;0;0;0;0;0;0
Medien;0;0;0;0;0;0;0;0;0;0
Meditation;0;0;0;0;0;0;0;0;0;0
meditativ;0;0;0;0;0;0;0;0;0;0
meditieren;1;0;0;1;0;0;1;0;0;1
Medium;0;0;0;0;0;0;0;0;0;0
Medizin;0;0;0;0;0;0;0;0;0;0
medizinische;1;0;0;1;0;1;0;0;0;1
Meer;1;0;0;0;0;0;0;0;0;0
Meerenge;0;0;0;0;0;0;0;0;0;0
Meerjungfrau;0;0;0;0;0;0;0;0;0;0
Mehl;0;0;0;0;0;0;0;0;0;0
Mehlbeere;0;0;0;0;0;0;0;0;0;0
mehr als;0;0;0;0;0;0;0;0;0;0
Mehrdeutigkeit;0;0;0;0;0;0;0;0;0;0
mehrere;0;0;0;0;0;0;0;0;0;0
Mehrheit;1;0;0;0;0;0;1;0;0;1
Mehrwertsteuer;0;0;0;0;0;0;0;0;0;0
meiden;0;1;1;0;1;0;0;1;0;0
Meile;0;0;0;0;0;0;0;0;0;0
Meilenstein;0;0;0;0;0;0;0;0;0;0
Meinung;0;0;0;0;0;0;0;0;0;0
Meinungsumfrage;0;0;0;0;0;0;0;0;0;0
Meise;0;1;0;0;0;0;0;0;0;0
Meißel;1;0;0;0;0;0;0;0;0;0
Meister;1;0;0;0;0;0;0;0;0;0
Meisterschaft;1;0;1;0;0;0;1;0;0;1
Meisterstück;1;0;0;0;0;0;1;0;0;0
Melancholie;0;1;0;0;0;0;0;1;0;0
melancholisch;0;1;0;0;0;0;0;1;0;0
Melasse;0;0;0;0;0;0;0;0;0;0
Melodie;0;0;0;0;0;0;0;0;0;0
Melodie;0;0;0;0;0;0;0;0;0;0
melodiös;0;0;0;0;0;0;0;0;0;0
Melodrama;0;1;1;0;0;0;0;1;0;0
melodramatisch;0;0;0;0;0;0;0;0;0;0
Membran;0;0;0;0;0;0;0;0;0;0
Membran;0;0;0;0;0;0;0;0;0;0
Memo;0;0;0;0;0;0;0;0;0;0
Memoiren;0;0;0;0;0;0;0;0;0;0
Memorandum;0;0;0;0;0;0;0;0;0;0
Menagerie;0;0;0;0;0;0;0;0;0;0
Menge;0;0;0;0;0;0;0;0;0;0
Menge;0;0;0;0;0;0;0;0;0;0
Meniskus;0;0;0;0;0;0;0;0;0;0
Mensch;0;0;0;0;0;0;0;0;0;0
Menschen;0;0;0;0;0;0;0;0;0;0
Menschen;0;0;0;0;0;0;0;0;0;0
Menschenfresser;0;1;0;0;1;1;0;0;0;0
menschenleer;0;1;1;0;1;1;0;1;0;0
Menschenmenge;0;0;0;0;0;0;0;0;0;0
Menschheit;1;0;0;0;0;0;1;0;0;1
menschlich;1;0;0;0;0;0;0;0;0;0
Menses;1;0;0;0;0;0;0;0;0;0
menstrual;0;0;0;0;0;0;0;0;0;0
Mentor;1;0;0;0;0;0;0;0;0;1
Menü;0;0;0;0;0;0;0;0;0;0
Mergel;0;0;0;0;0;0;0;0;0;0
Meridian;0;0;0;0;0;0;0;0;0;0
meridionale;0;0;0;0;0;0;0;0;0;0
Merkblatt;0;0;0;0;0;0;0;0;0;0
merken;0;0;0;0;0;0;0;0;0;0
messbar;0;0;0;0;0;0;0;0;0;0
messen;0;0;0;0;0;0;0;0;0;1
Messen;0;0;0;0;0;0;0;0;0;0
Messer;0;0;0;0;0;0;0;0;0;0
Messing;0;0;0;0;0;0;0;0;0;0
Messtechnik;0;0;0;0;0;0;0;0;0;0
Messung;0;0;0;0;0;0;0;0;0;1
Messung;0;0;0;0;0;0;0;0;0;0
Met;0;0;0;0;0;0;0;0;0;0
Metall;0;0;0;0;0;0;0;0;0;0
Metallurgie;0;0;0;0;0;0;0;0;0;0
Metamorphose;0;0;0;0;0;0;0;0;0;0
Metapher;0;0;0;0;0;0;0;0;0;0
Metaphorik;0;0;0;0;0;0;0;0;0;0
metaphorisch;0;0;0;0;0;0;0;0;0;0
Metaphysik;0;0;0;0;0;0;0;0;0;0
metaphysisch;0;0;0;0;0;0;0;0;0;0
Metastasierung;0;1;0;0;0;0;0;0;0;0
Meteor;0;0;0;0;0;0;0;0;0;0
Meteorit;0;0;0;0;0;0;0;0;0;0
Meteorologe;0;0;0;0;0;0;0;0;0;0
Meteorologie;0;0;0;0;0;0;0;0;0;0
meteorologisch;0;0;0;0;0;0;0;0;0;0
Meter;0;0;0;0;0;0;0;0;0;0
Methanol;0;1;0;0;0;0;0;0;0;0
methodisch;0;0;0;0;0;0;0;0;0;0
metrisch;0;0;0;0;0;0;0;0;0;0
metrisch;0;0;0;0;0;0;0;0;0;0
Metropole;0;0;0;0;0;0;0;0;0;0
Metropolitan-;1;0;0;0;0;0;0;0;0;0
Metzger;0;1;1;0;1;1;0;0;0;0
Meuterei;0;1;1;0;1;1;0;0;1;0
Miau;0;0;0;0;0;0;0;0;0;0
Miau;0;0;0;0;0;0;0;0;0;0
mick;0;0;0;0;0;0;0;0;0;0
Midland;0;0;0;0;0;0;0;0;0;0
Mieder;0;0;0;0;0;0;0;0;0;0
Miene;0;0;0;0;0;0;0;0;0;0
Miete;0;0;0;0;0;0;0;0;0;0
mieten;1;0;0;1;0;0;1;0;0;1
Mieter;0;0;0;0;0;0;0;0;0;0
Mietvertrag;0;0;0;0;0;0;0;0;0;0
Mieze;0;0;0;0;0;0;0;0;0;0
Miezekatze;0;0;0;0;0;0;0;0;0;0
Migration;0;0;0;0;0;0;0;0;0;0
Mike;0;0;0;0;0;0;0;0;0;0
Mikrobe;0;0;0;0;0;0;0;0;0;0
Mikrobiologie;0;0;0;0;0;0;0;0;0;0
Mikrofon;0;0;0;0;0;0;0;0;0;0
Mikrogramm;0;0;0;0;0;0;0;0;0;0
Mikrokosmos;0;0;0;0;0;0;0;0;0;0
Mikrometer;0;0;0;0;0;0;0;0;0;0
Mikron;0;0;0;0;0;0;0;0;0;0
Mikroskop;0;0;0;0;0;0;0;0;0;1
Mikroskopie;1;0;0;0;0;0;0;0;0;0
mikroskopisch;0;0;0;0;0;0;0;0;0;0
mikroskopisch;0;0;0;0;0;0;0;0;0;0
Milbe;0;1;0;0;1;0;0;0;0;0
Milch;0;0;0;0;0;0;0;0;0;0
milchig;0;0;0;0;0;0;0;0;0;0
Milde;0;0;0;0;0;0;0;0;0;0
Milde;1;0;0;0;0;0;0;0;0;0
Milde;0;0;0;0;0;0;0;0;0;0
Milderung;0;0;0;0;0;0;0;0;0;0
militant;0;0;0;0;0;0;0;0;0;0
Militär;0;0;0;0;0;1;0;0;0;0
Miliz;0;1;1;0;0;1;0;1;0;0
Milliarde;0;0;0;0;0;0;0;0;0;0
Milligramm;0;0;0;0;0;0;0;0;0;0
Millimeter;0;0;0;0;0;0;0;0;0;0
Million;0;0;0;0;0;0;0;0;0;0
Millionär;0;0;0;0;0;0;0;0;0;0
Milz;0;0;0;0;0;0;0;0;0;0
Milzbrand;0;1;0;0;1;1;0;1;0;0
Mimikry;0;1;0;0;0;0;0;0;1;0
Minderheit;0;1;0;0;0;0;0;0;0;0
Mineral;0;0;0;0;0;0;0;0;0;0
Mineralogie;0;0;0;0;0;0;0;0;0;0
Miniatur;0;0;0;0;0;0;0;0;0;0
minimieren;0;1;0;0;0;0;0;0;0;0
Minimum;0;1;0;0;0;0;0;0;0;0
Minister;0;0;0;0;0;0;0;0;0;0
Minister-;0;0;0;0;0;0;0;0;0;0
Ministerium;1;0;0;0;0;0;1;0;0;1
Minivan;0;0;0;0;0;0;0;0;0;0
Minute;0;0;0;0;0;0;0;0;0;0
Minze;0;0;0;0;0;0;0;0;0;0
mir;0;0;0;0;0;0;0;0;0;0
mischen;0;0;0;0;0;0;0;0;0;0
mischen;0;0;0;0;0;0;0;0;0;0
mischte;0;0;0;0;0;0;0;0;0;0
Mischung;0;0;0;0;0;0;0;0;0;0
Mischung;0;0;0;0;0;0;0;0;0;0
miserabel;0;1;0;0;0;0;0;1;0;0
mismatched;0;0;0;0;0;0;0;0;0;0
misplace;0;1;1;0;1;0;0;0;0;0
Missachtung;0;1;0;0;0;0;0;0;0;0
Missbildung;0;1;0;0;1;1;0;1;0;0
Missbildung;0;1;0;0;0;0;0;0;0;0
missbilligen;0;1;1;0;1;1;0;1;0;0
missbilligend;0;1;1;0;1;0;0;1;0;0
missbilligend;0;1;1;0;1;0;0;1;0;0
missbilligt;0;1;1;0;0;0;0;1;0;0
Missbilligung;0;1;0;0;0;0;0;1;0;0
Missbrauch;0;1;1;0;1;1;0;1;0;0
Missbrauch;0;1;0;0;0;0;0;0;0;0
Missetat;0;1;0;0;1;0;0;0;0;0
Missgeschick;0;1;0;0;1;1;0;1;1;0
Mission;0;0;0;0;0;0;0;0;0;0
Missionar;1;0;0;0;0;0;0;0;0;0
Missmanagement;0;1;0;0;0;0;0;0;0;0
Misstrauen;0;1;1;0;1;1;0;0;0;0
Misstrauen;0;1;0;0;1;1;0;0;0;0
misstrauisch;0;0;0;0;0;0;0;0;1;0
Missverständnis;0;1;1;0;1;1;0;0;0;0
Missverständnis;0;1;1;0;0;0;0;1;0;0
missverstehen;0;1;0;0;0;0;0;0;0;0
Mist;0;0;0;0;1;0;0;0;0;0
mit Anmerkungen versehen;0;0;0;0;0;0;0;0;0;0
mit Kapuze;0;0;0;0;0;1;0;0;0;0
mit sich bringen;0;0;0;0;0;0;0;0;0;0
mit Sicherheit;0;0;0;0;0;0;0;0;0;1
mit verbundenen Augen;0;0;0;0;0;0;0;0;0;0
mit Widerhaken;0;0;0;0;0;0;0;0;0;0
Mitarbeiter;0;0;0;0;0;0;0;0;0;1
Mitarbeiter;0;0;0;0;0;0;0;0;0;0
mitfühlend;1;0;0;0;0;0;0;0;0;0
Mitgefühl;1;0;0;0;0;1;0;0;0;0
Mitgift;0;0;0;0;0;0;0;0;0;0
Mitglied;0;0;0;0;0;0;0;0;0;0
Mitleid;0;0;0;0;0;0;0;1;0;0
Mitra;0;0;0;0;0;0;0;0;0;0
Mitschuld;1;1;0;0;0;0;0;0;0;0
Mittag;0;0;0;0;0;0;0;0;0;0
Mittag;0;0;0;0;0;0;0;0;0;0
Mittagessen;0;0;0;0;0;0;0;0;0;0
Mittagessen;0;0;0;0;0;0;0;0;0;0
Mitte;0;0;0;0;0;0;0;0;0;0
Mitte;0;0;0;0;0;0;0;0;0;0
mitteilbar;0;0;0;0;0;0;0;0;0;0
Mittel;0;0;0;0;0;0;0;0;0;0
Mittel;0;0;0;0;0;0;0;0;0;0
Mittel-;0;0;0;0;0;0;0;0;0;0
mittelalterlich;0;0;0;0;0;0;0;0;0;0
mittellos;0;1;0;0;0;1;0;1;0;0
mittelmäßig;0;1;0;0;0;0;0;0;0;0
Mittelmäßigkeit;0;1;0;0;0;0;0;0;0;0
Mittelmeer;1;0;0;0;0;0;0;0;0;0
Mitternacht;0;0;0;0;0;0;0;0;0;0
mittlere;0;0;0;0;0;0;0;0;0;0
Mob;0;1;1;0;0;1;0;0;0;0
Möbel;0;0;0;0;0;0;0;0;0;0
mobilisieren;0;0;0;0;0;0;0;0;0;0
Mobilisierung;0;0;0;0;0;0;0;0;0;0
Mobilität;0;0;0;0;0;0;0;0;0;0
modal;0;0;0;0;0;0;0;0;0;0
Modalität;0;0;0;0;0;0;0;0;0;0
Mode;0;0;0;0;0;0;0;0;0;0
Mode;0;0;0;0;0;0;0;0;0;0
Modell;1;0;0;0;0;0;0;0;0;0
Modellierer;0;0;0;0;0;0;0;0;0;0
Moderator;1;0;0;0;0;0;0;0;0;1
modern;0;0;0;0;0;0;0;0;0;0
Modernismus;0;0;0;0;0;0;0;0;0;0
modifizierbar;0;0;0;0;0;0;0;0;0;0
modisch;1;0;0;0;0;0;0;0;0;0
Modul;0;0;0;0;0;0;0;0;0;0
Modul;0;0;0;0;0;0;0;0;0;0
Modulation;0;0;0;0;0;0;0;0;0;0
modulieren;0;0;0;0;0;0;0;0;0;0
Modus;0;0;0;0;0;0;0;0;0;0
möglich;0;0;0;0;0;0;0;0;0;0
möglicherweise;0;0;0;0;0;0;0;0;0;0
Möglichkeiten;0;0;0;0;0;0;0;0;0;0
Mogul;0;0;0;0;0;0;0;0;0;0
Mohn;0;0;0;0;0;0;0;0;0;0
Molekül;0;0;0;0;0;0;0;0;0;0
Molekular-;0;0;0;0;0;0;0;0;0;0
Molkerei;0;0;0;0;0;0;0;0;0;0
mollig;0;0;0;1;0;0;0;0;0;0
Moment;0;0;0;0;0;0;0;0;0;0
Monade;0;0;0;0;0;0;0;0;0;0
Monarch;0;0;0;0;0;0;0;0;0;0
Monarchie;0;0;0;0;0;0;0;0;0;0
Monat;0;0;0;0;0;0;0;0;0;0
monatlich;0;0;0;0;0;0;0;0;0;0
Mönch;1;0;0;0;0;0;0;0;0;1
Mond;0;0;0;0;0;0;0;0;0;0
Mond-;0;0;0;0;0;0;0;0;0;0
Mondschein;0;0;0;0;0;0;0;0;0;0
Mono;0;0;0;0;0;0;0;0;0;0
Monogamie;0;0;0;0;0;0;0;0;0;1
Monogramm;0;0;0;0;0;0;0;0;0;0
Monographie;0;0;0;0;0;0;0;0;0;0
Monokel;0;0;0;0;0;0;0;0;0;0
Monolog;0;0;0;0;0;0;0;0;0;0
Monopol;0;0;0;0;0;0;0;0;0;0
Monopolisten;0;1;0;0;0;0;0;0;0;0
Monotonie;0;0;0;0;0;0;0;0;0;0
Monster;0;1;0;0;0;1;0;0;0;0
Monsun;0;1;0;0;0;0;0;1;0;0
Montage;0;0;0;0;0;0;0;0;0;0
Montage;1;0;0;0;0;0;0;0;0;1
monte;0;0;0;0;0;0;0;0;0;0
montieren;0;0;0;0;0;0;0;0;0;0
monumental;0;0;0;0;0;0;0;0;0;0
Moor;0;1;0;0;0;0;0;0;0;0
Moorland;0;0;0;0;0;0;0;0;0;0
Moos;0;0;0;0;0;0;0;0;0;0
moosig;0;0;0;0;0;0;0;0;0;0
Moot;0;1;0;0;0;0;0;0;0;0
Mopp;0;0;0;0;0;0;0;0;0;0
Mops;0;0;0;0;0;0;0;0;0;0
Moral;1;0;1;0;0;0;0;0;0;1
Moral;1;0;0;0;0;0;0;0;0;1
Moral;1;0;1;1;1;0;1;0;1;1
Morast;0;0;0;0;0;0;0;0;0;0
Moratorium;0;0;0;0;0;0;0;0;0;0
morbid;0;1;0;0;0;0;0;1;0;0
Morbidität;0;1;1;0;1;1;0;1;0;0
Mord;0;1;1;0;1;1;0;1;1;0
Mörder;0;1;1;0;1;1;0;1;0;0
mörderisch;0;1;1;0;0;1;0;0;0;0
mörderisch;0;1;1;0;0;1;0;0;0;0
mörderisch;0;1;1;0;1;1;0;1;1;0
Morgen;0;0;0;1;0;0;0;0;0;0
Morgen;0;0;0;0;0;0;0;0;0;0
morgen;0;0;0;1;0;0;0;0;0;0
morgen;0;0;0;1;0;0;0;0;0;0
Morgendämmerung;1;0;0;1;0;0;1;0;1;1
moribund;0;1;0;0;0;0;0;1;0;0
morphism;0;0;0;0;0;0;0;0;0;0
Morphium;0;0;0;0;0;0;0;0;0;0
Morphologie;0;0;0;0;0;0;0;0;0;0
Mörtel;1;0;0;0;0;0;0;0;0;0
Mosaik;0;0;0;0;0;0;0;0;0;0
Moschee;0;0;1;0;0;0;0;0;0;0
Moschus;0;0;0;0;0;0;0;0;0;0
